Title,Author,Edition,date,Reviews 1,Ratings 1 1,Genre,BookCategory,Price
To Live Once Again,Jayanti Anubhav,Paperback,2012,5,1,"Crime, Thriller & Mystery (Books)","Crime, Thriller & Mystery",89
The Girl Who Knew Too Much: What if the Loved One You Lost Were to Come Back?,Vikrant Khanna,Paperback,14 Apr 2017,4,286,Romance (Books),Romance,106
A Corner of a Foreign Field: The Indian History of a British Sport,Ramachandra Guha,Paperback,24 Nov 2016,4.5,18,History (Books),Sports,374
English for Everyone English Grammar Guide: A comprehensive visual reference,DK,Flexibound,1 Dec 2016,4.7,8,Grammar (Books),"Language, Linguistics & Writing",749.25
Book Love,Debbie Tung,Hardcover,1 Jan 2019,4.7,5,Humour (Books),Comics & Mangas,696
Oxford Practice Grammar Advanced: New Practice-Boost CD-ROM Pack,Yule,Paperback,21 Jan 2009,5,5,Grammar (Books),"Language, Linguistics & Writing",575
A Secret Infatuation (Mills and Boon Exclusive Edition),Betty Neels,Paperback,Nov 2013,3.1,2,Romance (Books),Romance,942.88
Everyday Ayurveda : Daily Habits That Can Change Your Life,Dr Bhaswati Bhattacharya,Paperback,12 Oct 2015,4.2,97,Mental & Spiritual Healing,"Biographies, Diaries & True Accounts",153
War Hawk: A Tucker Wayne Novel,James Rollins,Mass Market Paperback,27 Dec 2016,5,2,Action & Adventure (Books),Action & Adventure,249
Teenage Diaries - The Days That Were,Saurabh Sharma,Paperback,13 Dec 2016,4.6,161,Romance (Books),Humour,154
Computer Vision with Python 3,Saurabh Kapur,Paperback,"Import, 24 Aug 2017",5,1,Programming Languages (Books),"Computing, Internet & Digital Media",690
Orphan X (An Orphan X Thriller),Gregg Hurwitz,Paperback,1 Sep 2016,4.2,16,Action & Adventure (Books),"Crime, Thriller & Mystery",291
"Outlander 4-Copy Boxed Set: Outlander, Dragonfly in Amber, Voyager, Drums of Autumn",Diana Gabaldon,Mass Market Paperback,28 Apr 2015,4,1,Romance (Books),Romance,1919
Gabriel's Rapture (Gabriel's Inferno),Sylvain Reynard,Paperback,1 Dec 2012,4.6,3,Romance (Books),Romance,300
Blindsighted: (Grant County series 1),Karin Slaughter,Paperback,3 Oct 2002,4,2,Action & Adventure (Books),Action & Adventure,203
Prince of Fire,Daniel Silva,Paperback,30 Nov 2006,5,1,Action & Adventure (Books),Action & Adventure,275
Turning Point,Danielle Steel,Paperback,18 Jan 2019,2.7,3,Romance (Books),Romance,319
Never Split the Difference: Negotiating as if Your Life Depended on It,Chris Voss,Paperback,23 Mar 2017,4.6,84,Business Communication,Action & Adventure,219
The World As I See It (General Press),Albert Einstein,Paperback,21 Jul 2018,3.9,20,Essays (Books),Politics,146
"The Art of Animal Drawing: Construction, Action, Analysis, Caricature (Dover Art Instruction)",Ken Hultgen,Paperback,9 Feb 1993,5,9,"Handicrafts, Decorative Arts & Crafts (Books)","Arts, Film & Photography",539
And On That Bombshell: Inside the Madness and Genius of TOP GEAR,Richard Porter,Paperback,13 Dec 2016,5,5,Cinema & Broadcast (Books),Humour,192
Czech: An Essential Grammar (Routledge Essential Grammars),James Naughton,Paperback,1 Feb 2005,5,1,Linguistics (Books),"Language, Linguistics & Writing",426
The Bear and the Dragon: INSPIRATION FOR THE THRILLING AMAZON PRIME SERIES JACK RYAN,Tom Clancy,Paperback,5 Dec 2013,5,4,Action & Adventure (Books),Action & Adventure,249
The Spirit of 'C',"Henry Mullish, Herbert L. Cooper",Paperback,9 Nov 1998,4.9,10,Programming Languages (Books),"Computing, Internet & Digital Media",483
Towards Legal Literacy: An Introduction to Law in India,"Kamala Sankaran, Ujjwal Singh",Paperback,5 Dec 2007,4.1,4,Linguistics (Books),"Language, Linguistics & Writing",415
A Storm of Swords 2: Blood and Gold (A Song of Ice and Fire),George R. R. Martin,Paperback,27 Mar 2014,4.1,55,Action & Adventure (Books),Action & Adventure,400
Shadow Spell: 2 (The Cousins O’Dwyer Trilogy),Nora Roberts,Paperback,22 Jan 2016,2.9,2,Contemporary Fiction (Books),Romance,367
Pep Confidential: The Inside Story of Pep Guardiola's First Season at Bayern Munich,Marti Perarnau,Paperback,16 Oct 2014,4.8,7,Sports Training & Coaching (Books),Sports,1064
The Clan of the Cave Bear (Earth's Children),Jean M. Auel,Paperback,23 Dec 2010,5,3,Action & Adventure (Books),Action & Adventure,468
Genius: Richard Feynman and Modern Physics,James Gleick,Paperback,2 Apr 1994,5,4,Biographies & Autobiographies (Books),"Biographies, Diaries & True Accounts",583
The Elements of Typographic Style: 4.2: 20th Anniversary Edition,Robert Bringhurst,Paperback,15 Jan 2013,4.7,3,Design,"Arts, Film & Photography",1766
Zen And The Art Of Motorcycle Maintenance: 40th Anniversary Edition,Robert Pirsig,Paperback,"Special Edition, 11 Sep 2014",4.2,63,Motorcycle Racing,Sports,276
East of Love West of Desire,Dinesh Prasad,Hardcover,25 Jul 2014,2.7,2,Action & Adventure (Books),Action & Adventure,199
Minecraft: The Island (Official Minecraft Novel 1),Max Brooks,Paperback,11 Oct 2018,4.4,8,Action & Adventure (Books),Action & Adventure,247
A Royal Invitation: The Playboy Prince\Cordina's Crown Jewel (The Royals of Cordina),Nora Roberts,Mass Market Paperback,29 Nov 2016,5,2,Romance (Books),Romance,556
Mountains of the Mind: Adventures in Reaching the Summit (Landscapes),Robert Macfarlane,Paperback,13 Jul 2004,5,1,Earth Sciences Textbooks,Humour,899
A Day to Die For: 1996: Everest's Worst Disaster - One Survivor's Personal Journey to Uncover the Truth,Graham Ratcliffe,Paperback,9 May 2013,3.6,4,Biographies & Autobiographies (Books),Sports,449
Oxford Learner's Pocket English Dictionary: Student Book (Advanced),Oxford,Paperback,15 May 2008,4.1,108,Dictionaries,"Language, Linguistics & Writing",160
"National Geographic 125 Years: Legendary Photographs, Adventures, and Discoveries That Changed the World",Mark Collins Jenkins,Hardcover,6 Nov 2012,4,13,Photography Textbooks,"Arts, Film & Photography",2033
Finding Flow (Masterminds Series),Mihaly Csikszentmihalyi,Paperback,6 Apr 1998,4.5,2,"Handicrafts, Decorative Arts & Crafts (Books)",Sports,720
Flying Without Wings (Ravinder Singh Presents),Rishabh Puri,Paperback,6 Oct 2017,3.9,240,Romance (Books),Romance,149
Wilt: (Wilt Series 1),Tom Sharpe,Paperback,7 Nov 2002,4.5,2,Contemporary Fiction (Books),Humour,375
30 Days to a More Powerful Vocabulary,Funk,Paperback,2012,4,565,Grammar (Books),"Language, Linguistics & Writing",111
Firefight: A Reckoners Novel (Reckoners 2),Brandon Sanderson,Paperback,18 Dec 2015,4.7,4,Romance (Books),Romance,414
Footnotes in Gaza,Joe Sacco,Hardcover,3 Dec 2009,5,3,International Relations,Comics & Mangas,699
Shopaholic to the Stars (Shopaholic Book 7),Sophie Kinsella,Paperback,2019,3.5,10,Romance (Books),Romance,336
Cambridge IGCSE® First Language English Workbook (Cambridge International IGCSE),Marian Cox,Paperback,14 Aug 2014,4.8,5,IGCSE,"Language, Linguistics & Writing",1200
"Sketch!: The Non-Artist's Guide to Inspiration, Technique, and Drawing Daily Life",France Belleville-Van Stone,Paperback,4 Nov 2014,4,2,Action & Adventure (Books),Action & Adventure,850
Rupa Book of Gandhi Quiz,Agarwal A.N.,Paperback,2 Jan 2004,5,1,Games & Quizzes (Books),Sports,95
Network Security: Private Communication in a Public World,Charlie Kaufman,Paperback,15 Sep 2016,5,3,Networks & System Administration (Books),"Computing, Internet & Digital Media",552
The Count of Monte Cristo (Wordsworth Classics),Alexandre Dumas,Paperback,11 Jun 1997,4.2,137,Action & Adventure (Books),Action & Adventure,156
Brighter Grammar 1,C.E Eckersley,Paperback,1 Jan 1987,5,5,Grammar (Books),"Language, Linguistics & Writing",100
"The Newlywed's Instruction Manual: Essential Information, Troubleshooting Tips, and Advice for the First Year of Marriage (Owner's and Instruction Manual)",Caroline Tiger,Paperback,28 Apr 2010,5,1,Family & Relationships (Books),Humour,917
Celtic Empire (The Dirk Pitt Adventures),"Clive, Cussler, Dirk Cussler",Paperback,2019,3.5,2,Action & Adventure (Books),Action & Adventure,435
The Rising Sea: NUMA Files #15 (The NUMA Files),Clive Cussler,Paperback,"Import, 13 Mar 2018",4.6,5,Action & Adventure (Books),Action & Adventure,543
The Deal: Inside the World of a Super-Agent,Jon Smith,Paperback,30 Sep 2017,5,1,Sporting Events & Organisations (Books),Sports,371
The Tiger’s Prey,Wilbur Smith,Paperback,8 Oct 2017,3.6,21,Action & Adventure (Books),"Crime, Thriller & Mystery",299
"Devil in Winter: The Wallflowers, Book 3",Lisa Kleypas,Mass Market Paperback,28 Feb 2006,4.6,5,Romance (Books),Romance,247
Berserk Deluxe Volume 1,Kentaro Miura,Hardcover,"Import, 26 Mar 2019",5,2,Mangas,Comics & Mangas,2738
The Sacred Sword (Ben Hope),Scott Mariani,Paperback,5 May 2016,4.2,3,Action & Adventure (Books),Action & Adventure,270
Disclosure,Michael Crichton,Mass Market Paperback,1 Sep 1994,4,5,Action & Adventure (Books),Action & Adventure,260
Modern Labor Economics: Theory and Public Policy (The Addison-Wesley Series in Economics),Ronald G. Ehrenberg,Hardcover,"Import, 27 Oct 1999",4,1,Labor & Industrial Relations,Politics,13244.67
What If I Had Never Tried It: The Autobiography,Valentino Rossi,Hardcover,"Import, 27 Sep 2005",3.8,9,Biographies & Autobiographies (Books),Sports,2056
Jaane Bhi Do Yaaron : Seriously Funny Since1983,Jai Arjun Singh,Paperback,28 Dec 2010,3.9,12,Cinema & Broadcast (Books),"Arts, Film & Photography",224
Bone Marrow Nei Kung: Taoist Techniques for Rejuvenating the Blood and Bone,Mantak Chia,Paperback,25 Oct 2006,4.6,2,Martial Arts (Books),Sports,338
Dissenting Diagnosis,"Arun Gadre, Abhay Shukla",Paperback,17 May 2016,4.2,99,Alternative Medicine (Books),"Biographies, Diaries & True Accounts",227
Dawn of the New Everything: A Journey Through Virtual Reality,Jaron Lanier,Paperback,"Import, 6 Sep 2018",4,1,Action & Adventure (Books),Action & Adventure,349
Mcgraw - Hill's Ielts with Audio Cd,Monica Sorrenson,Paperback,1 Jul 2012,2.9,10,FPC,"Language, Linguistics & Writing",921
Art of Perspective: The Ultimate Guide for Artists in Every Medium,Phil Metzger,Paperback,24 Aug 2007,5,1,"Arts History, Theory & Criticism (Books)","Arts, Film & Photography",399
Attachments,Rainbow Rowell,Paperback,2 Feb 2012,4.2,20,Contemporary Fiction (Books),Humour,243
Python Machine Learning By Example,Yuxi (Hayden) Liu,Paperback,"Import, 31 May 2017",4.3,26,Python Programming,"Computing, Internet & Digital Media",2798
Marvel Comic: The Untold Story,Sean Howe,Hardcover,9 Oct 2012,3,1,Economic History,"Arts, Film & Photography",682
Fight Club 2 (Graphic Novel),Chuck Palahniuk,Hardcover,10 Aug 2016,3.4,3,Literature & Fiction (Books),Comics & Mangas,1899
Alex Rider 11: Never Say Die,Anthony Horowitz,Paperback,Jul 2018,4.5,17,Action & Adventure (Books),Action & Adventure,299
The Elements of Style (Dover Language Guides),William Strunk Jr.,Paperback,26 May 2006,3.5,2,Rhetoric & Speech (Books),"Language, Linguistics & Writing",130
Optimism Over Despair,"Noam, Polychroniou, C J Chomsky",Paperback,23 Aug 2017,3.3,4,International Relations,Politics,224
Fundamental Chess Endings: A New One-volume Endgame Encyclopaedia for the 21st Century,Frank Lamprecht,Paperback,12 Oct 2001,5,2,Games & Quizzes (Books),Humour,1846
The Curse of Mohenjodaro,Maha Khan Phillips,Paperback,11 Jan 2017,4,37,"Crime, Thriller & Mystery (Books)","Crime, Thriller & Mystery",311
Dracula (Wordsworth Classics),"Bram Stoker, Dr. David Rogers, Dr. Keith Carabine",Paperback,5 Apr 1993,5,1,Horror (Books),"Crime, Thriller & Mystery",199
Concurrency in Go: Tools and Techniques for Developers,Katherine Cox-Buday,Paperback,2017,4.6,3,Programming & Software Development (Books),"Computing, Internet & Digital Media",625
Streaming Architecture: New Designs Using Apache Kafka and MapR Streams,Ted Dunning,Paperback,2017,3,1,Computer Databases (Books),"Computing, Internet & Digital Media",350
The Lost Symbol (Robert Langdon),Dan Brown,Paperback,22 Jul 2010,4.4,403,Horror (Books),"Crime, Thriller & Mystery",235
Rex the Dinosaur activity book Ladybird Readers Level 1,Ladybird,Paperback,"Import, 2018",5,1,Language Learning & Teaching (Books),"Language, Linguistics & Writing",137
The Indian Rennaissance: India's Rise after a Thousand Years of Decline,Sanjeev Sanyal,Paperback,16 Jul 2015,4.2,38,History (Books),"Biographies, Diaries & True Accounts",243
Prisoners of the Sun (The Adventures of Tintin),Herge,Hardcover,20 Jun 2003,5,1,Comics & Mangas (Books),Comics & Mangas,599
"The Complete Guide to Self-Publishing Comics: How to Create and Sell Comic Books, Manga, and Webcomics",Comfort Love,Paperback,19 May 2015,5,1,Writing Guides (Books),Humour,999
The Symposium (Penguin Classics),Plato,Paperback,29 Apr 2003,4,4,Essays (Books),"Language, Linguistics & Writing",239
Garfield Fat Cat 3-Pack #6,Jim Davis,Paperback,22 Mar 2011,5,1,Humour (Books),Humour,836
The Martian,Andy Weir,Paperback,3 Sep 2015,4.7,277,Action & Adventure (Books),Action & Adventure,325.93
Radha,Leena Saldanha,Paperback,1 Feb 2017,4.7,15,Romance (Books),Romance,214
Bay of Sighs (Guardians Trilogy),Nora Roberts,Paperback,9 Aug 2017,4.2,6,Contemporary Fiction (Books),Romance,299
"The Girl in the Woods (Patrik Hedstrom and Erica Falck, Book 10)",Camilla Lackberg,Paperback,"Import, 22 Feb 2018",5,2,Horror (Books),"Crime, Thriller & Mystery",293
The Book of Life: (All Souls 3),Deborah Harkness,Paperback,9 Apr 2015,4.4,8,Contemporary Fiction (Books),Romance,253
The Rhythm Bible,Dan Fox,Paperback,1 Jan 2002,4,2,Music Books,"Arts, Film & Photography",689
Indulekha,"Chandu Menon, Anitha Devasia",Paperback,19 Aug 2005,4.6,3,Indian Writing (Books),Romance,361
The Hidden Tools of Comedy: The Serious Business of Being Funny,Steve Kaplan,Paperback,15 Jul 2013,5,1,Theatre & Spectacles (Books),"Arts, Film & Photography",1252
Empress: The Astonishing Reign of Nur Jahan,Ruby Lal,Hardcover,28 Aug 2018,4.6,16,Asian History,"Biographies, Diaries & True Accounts",346
Cambridge International AS and A Level Computer Science Revision Guide (Cambridge International Examinations),Tony Piper,Paperback,14 Apr 2016,5,2,Computer Science Books,"Computing, Internet & Digital Media",1285
We Should All Be Feminists,Chimamanda Ngozi Adichie,Paperback,"Import, 9 Oct 2014",4.4,95,Essays (Books),"Biographies, Diaries & True Accounts",169
Marvel's Avengers: Infinity War Prelude,Will Corona Pilgrim,Paperback,3 Apr 2018,3.5,2,Comics & Mangas (Books),Comics & Mangas,748
The Dark Tower II: The Drawing Of The Three: (Volume 2),Stephen King,Paperback,16 Feb 2012,4.1,5,Action & Adventure (Books),Action & Adventure,365
If You Want to Write,Brenda Ueland,Paperback,10 Aug 2011,5,3,Writing Guides (Books),"Language, Linguistics & Writing",429
The Second Oxford India Illustrated: Corbett,Jim Corbett,Paperback,"Illustrated, 9 Jun 2006",5,3,Asian History,Sports,359
Ogilvy on Advertising (Vintage),David Ogilvy,Paperback,12 Mar 1985,4.4,28,Design,"Arts, Film & Photography",1230
Thea Stilton Graphic Novels #6: The Thea Sisters and the Mystery at Sea,Thea Stilton,Hardcover,30 Aug 2016,4,2,Comics & Mangas (Books),Comics & Mangas,600
"Right Ho, Jeeves: (Jeeves & Wooster)",P.G. Wodehouse,Paperback,1 May 2008,3.8,20,Classic Fiction (Books),Humour,287
Marley & Me: Life and Love With the World's Worst Dog,John Grogan,Paperback,1 Jan 2007,5,9,Biographies & Autobiographies (Books),Humour,256.7
Assassin's Creed: A Walk Through History (1189-1868),Rick Barba,Paperback,25 Oct 2016,3.5,2,"Children's Crafts, Hobbies & Practical Interests (Books)",Humour,593
The Diary of a Young Girl (Penguin Modern Classics),Anne Frank,Paperback,2019,4.4,902,Holocaust,Politics,147
The Year I Met You,Cecelia Ahern,Paperback,4 Jun 2015,3.8,52,Romance (Books),Romance,50
ABAP Development for SAP HANA,"Thorsten Schneider, et al.",Hardcover,2 Jun 2016,4.5,5,Networks & System Administration (Books),"Computing, Internet & Digital Media",4292
"One Plus One, The (Penguin Picks)",Jojo Moyes,Paperback,31 Jul 2014,4.6,9,Romance (Books),Romance,187
En Plein Air: Watercolor: Expert techniques and simple step-by-step projects for creating dynamic landscapes in the open air with watercolor,Ron Stocke,Paperback,"Import, 18 Dec 2018",5,1,"Handicrafts, Decorative Arts & Crafts (Books)","Arts, Film & Photography",552.21
The Final Cut (House of Cards Trilogy),Michael Dobbs,Paperback,30 Jun 2015,1,1,Action & Adventure (Books),"Crime, Thriller & Mystery",198
Jimmy Corrigan: The Smartest Kid on Earth (Pantheon Graphic Library),Chris Ware,Paperback,29 Apr 2003,4.4,3,Mangas,Humour,996
Spider-Man - Character Encyclopedia,DK,Hardcover,1 Apr 2014,4.1,7,Encyclopedias for Children,Comics & Mangas,399
For Love and Honour,Anand Ranganathan,Paperback,18 Sep 2015,3.4,19,Contemporary Fiction (Books),"Crime, Thriller & Mystery",244
Powerful: Building a Culture of Freedom and Responsibility,Patty McCord,Paperback,23 Mar 2018,4.6,6,Biographies & Autobiographies (Books),"Biographies, Diaries & True Accounts",592
Moonfleet (Collins Classics),John Meade Falkner,Paperback,May 2013,4,1,Action & Adventure (Books),Action & Adventure,195
The 1000 Dot-to-Dot Book: Cityscapes: Twenty exotic locations to complete yourself,Thomas Pavitte,Paperback,2 Jun 2014,5,2,"Handicrafts, Decorative Arts & Crafts (Books)","Arts, Film & Photography",600
"Patternmaking for Fashion Design, 5e",Armstrong,Paperback,2013,4.4,59,Design,"Arts, Film & Photography",582
Superman (New Edition): Exchange,Mark Millar,Paperback,8 Apr 2014,4.5,8,Comics & Mangas (Books),Comics & Mangas,801
"I Am Dying to Live for You: Love Is a Painful Happiness, Sometimes It Brings Tears That Will Never Dry Up",Spark Tek Nath Bhattarai,Paperback,"Import, 9 Jan 2019",4.7,5,Romance (Books),Romance,200
The RSS: Icons of the Indian Right,Nilanjan Mukhopadhyay,Hardcover,10 Apr 2019,3.1,13,Politics (Books),Politics,525
Furious Hours,Casey Cep,Paperback,1 Jun 2019,4,1,True Accounts (Books),"Biographies, Diaries & True Accounts",311
Heart Berries: A Memoir,Terese Marie Mailhot,Paperback,7 Mar 2019,5,2,Action & Adventure (Books),Action & Adventure,258
To The End of the Land,David Grossman,Paperback,1 Sep 2011,5,1,Action & Adventure (Books),Action & Adventure,374
Learn Java in One Day and Learn It Well: Java for Beginners With Hands-on Project: the Only Book You Need to Start Coding in Java Immediately: Volume 4 (Learn Coding Fast),Jamie Chan,Paperback,7 Oct 2016,4.5,2,Programming Languages (Books),"Computing, Internet & Digital Media",726
